Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Mexico,2011,Diabetes,Respiratory,12.19,8.12,9.87,19-35,Other,105425,95.63,1.59,0.69,Vaccination,9621,No,58.3,660,3.95,62782,0.55,46.33
Saudi Arabia,2013,Diabetes,Metabolic,14.56,1.61,4.66,61+,Female,36977,61.04,2.14,1.12,Vaccination,14955,No,95.34,4380,1.22,88650,0.55,48.63
Russia,2023,Diabetes,Parasitic,9.19,7.27,2.96,19-35,Other,715974,66.17,4.88,7.76,Surgery,6207,No,68.95,4210,1.0,29522,0.68,74.96
Nigeria,2015,Diabetes,Bacterial,0.96,6.4,7.57,36-60,Other,935785,64.75,4.1,1.34,Medication,13798,No,98.77,2224,9.73,24302,0.82,51.13
Japan,2016,Diabetes,Cardiovascular,11.01,0.91,2.19,61+,Other,98264,82.26,1.31,7.96,Medication,22428,No,89.25,345,1.51,11623,0.53,46.88
India,2017,Diabetes,Chronic,12.18,9.98,5.03,0-18,Other,541229,82.21,4.25,0.67,Vaccination,43430,Yes,62.3,6,1.63,62154,0.75,72.84
Nigeria,2009,Diabetes,Autoimmune,11.74,8.74,4.19,36-60,Other,32517,89.32,1.14,6.88,Therapy,47756,No,86.78,4131,2.38,33753,0.8,76.05
UK,2012,Diabetes,Respiratory,11.02,7.25,2.91,36-60,Other,21750,97.8,2.06,5.53,Medication,42480,Yes,58.19,1115,9.61,95599,0.7,64.74
Australia,2006,Diabetes,Bacterial,9.93,5.94,7.25,61+,Female,708535,58.79,4.89,7.98,Medication,37176,Yes,66.26,1181,1.87,588,0.69,36.3
Brazil,2020,Diabetes,Parasitic,19.26,3.81,5.87,19-35,Female,756333,82.27,3.73,4.29,Medication,38622,Yes,68.26,623,4.03,96250,0.6,26.36
Brazil,2018,Diabetes,Genetic,17.35,7.6,5.72,61+,Female,763844,89.74,1.69,2.47,Medication,6463,Yes,95.65,4331,5.39,64697,0.42,69.66
Argentina,2023,Diabetes,Autoimmune,16.11,5.85,0.47,0-18,Other,961008,52.05,4.78,8.26,Vaccination,31832,No,83.76,2190,0.06,39995,0.83,71.94
France,2013,Diabetes,Infectious,7.62,11.45,8.14,36-60,Other,447806,93.56,1.54,3.38,Vaccination,26774,No,78.86,3854,4.54,92586,0.76,83.68
South Africa,2010,Diabetes,Neurological,15.26,13.65,5.1,0-18,Female,237011,94.05,1.04,7.72,Therapy,41654,No,55.6,4368,4.8,30152,0.61,84.24
USA,2000,Diabetes,Parasitic,16.71,12.59,3.12,0-18,Other,298199,75.19,3.91,1.7,Vaccination,23761,Yes,59.56,4771,2.96,9479,0.6,49.78
Argentina,2007,Diabetes,Cardiovascular,7.81,1.03,4.79,19-35,Male,297222,63.06,1.94,8.16,Medication,3598,No,59.92,4736,0.26,32943,0.66,45.97
India,2013,Diabetes,Autoimmune,2.7,14.25,2.52,36-60,Other,625808,99.56,4.42,3.35,Medication,1608,Yes,93.33,4912,7.72,43067,0.45,64.12
Germany,2022,Diabetes,Respiratory,12.33,9.53,3.08,36-60,Female,801145,97.63,3.44,3.91,Vaccination,24756,No,91.11,2968,3.16,19077,0.87,80.66
France,2010,Diabetes,Genetic,9.8,10.97,3.88,19-35,Male,475072,58.62,4.48,2.06,Vaccination,35459,No,84.67,4543,9.61,92574,0.57,85.07
India,2003,Diabetes,Respiratory,3.8,8.91,2.44,0-18,Male,37481,96.12,2.05,0.54,Medication,31491,No,72.27,2133,4.75,67171,0.89,70.41
Saudi Arabia,2010,Diabetes,Respiratory,13.58,2.75,9.5,19-35,Other,893587,74.78,3.31,8.19,Medication,11539,Yes,69.43,4256,9.21,41377,0.75,49.28
China,2019,Diabetes,Respiratory,3.18,3.28,1.3,19-35,Other,166476,62.1,4.68,7.56,Medication,22852,Yes,95.73,2047,1.24,95587,0.44,37.04
China,2005,Diabetes,Respiratory,19.82,2.73,7.35,36-60,Male,416735,70.44,1.66,1.86,Medication,16366,Yes,77.89,3206,4.7,47676,0.65,28.67
Russia,2007,Diabetes,Parasitic,3.72,12.98,6.56,19-35,Other,134943,69.58,3.18,5.09,Vaccination,24749,Yes,65.73,4702,4.63,8194,0.67,59.97
Turkey,2012,Diabetes,Genetic,12.03,3.17,3.0,61+,Male,372205,60.15,1.99,4.94,Therapy,41044,No,69.37,4201,9.57,60700,0.44,28.67
Australia,2014,Diabetes,Autoimmune,11.1,13.14,2.77,19-35,Female,431432,50.15,2.64,9.01,Vaccination,43435,No,66.9,4325,7.85,73243,0.65,43.07
Nigeria,2000,Diabetes,Neurological,14.57,10.11,3.24,19-35,Other,731680,91.99,3.98,7.14,Medication,42372,Yes,79.01,682,4.88,28600,0.47,80.26
Turkey,2016,Diabetes,Respiratory,1.46,1.68,3.77,36-60,Female,392755,94.8,4.99,2.89,Therapy,1822,No,82.23,1988,6.7,69748,0.48,47.41
France,2018,Diabetes,Autoimmune,11.58,11.93,8.16,36-60,Other,4006,59.57,1.22,6.31,Surgery,9918,Yes,87.07,1595,0.89,28434,0.43,60.71
Turkey,2005,Diabetes,Bacterial,5.3,2.4,2.49,19-35,Male,366492,68.09,1.27,5.26,Vaccination,34855,No,81.41,390,3.48,18562,0.85,26.25
China,2011,Diabetes,Metabolic,7.88,9.93,8.91,19-35,Female,428480,53.28,1.55,1.93,Therapy,11205,No,79.33,4279,3.42,78451,0.77,46.3
South Africa,2004,Diabetes,Respiratory,13.3,0.9,8.0,0-18,Other,234794,95.17,1.09,9.51,Therapy,45836,Yes,73.26,3638,3.54,42641,0.7,40.53
Brazil,2008,Diabetes,Viral,16.51,14.01,8.67,61+,Male,87419,77.56,2.55,3.34,Therapy,31019,No,94.96,1346,4.51,86857,0.45,76.52
Australia,2012,Diabetes,Neurological,16.77,2.72,2.14,0-18,Other,935964,51.95,2.67,4.63,Vaccination,49572,No,96.08,1552,6.31,91564,0.45,52.35
India,2018,Diabetes,Viral,17.5,2.46,5.16,0-18,Female,56405,69.82,2.7,7.84,Therapy,22196,No,63.12,3872,7.28,17418,0.59,71.5
Brazil,2008,Diabetes,Viral,13.21,11.04,2.56,19-35,Other,389176,78.38,1.01,4.85,Therapy,5507,Yes,77.89,2431,9.68,90244,0.9,50.48
South Africa,2011,Diabetes,Bacterial,12.58,13.7,1.64,19-35,Female,58397,89.86,0.91,2.67,Therapy,4708,No,92.62,3021,5.44,48549,0.58,49.64
France,2001,Diabetes,Neurological,5.13,9.53,7.73,0-18,Other,426717,55.54,3.94,5.25,Surgery,39244,Yes,89.08,2826,4.85,11532,0.62,78.3
Germany,2006,Diabetes,Metabolic,5.63,3.77,1.89,0-18,Female,124007,67.28,2.67,9.59,Therapy,37747,Yes,66.78,1761,5.83,52228,0.52,61.78
Nigeria,2004,Diabetes,Genetic,11.94,13.66,8.57,61+,Other,83640,52.69,3.89,8.67,Medication,45907,Yes,82.98,4927,7.87,786,0.55,64.71
Canada,2023,Diabetes,Chronic,3.22,2.99,7.76,0-18,Other,967517,86.1,4.66,3.78,Medication,43253,No,76.57,2433,5.33,26181,0.76,79.53
Canada,2022,Diabetes,Genetic,16.4,3.56,6.88,19-35,Male,64076,51.66,3.02,9.63,Vaccination,43253,Yes,89.78,3034,1.22,42371,0.88,55.27
South Korea,2023,Diabetes,Cardiovascular,13.11,3.68,0.24,19-35,Male,222917,75.27,4.01,5.74,Surgery,43130,Yes,63.88,3050,0.72,40161,0.84,58.33
South Korea,2003,Diabetes,Viral,19.36,14.63,8.36,61+,Female,186318,71.35,3.76,7.16,Medication,17627,No,76.62,1860,7.21,60180,0.49,74.47
Saudi Arabia,2022,Diabetes,Chronic,6.61,9.8,3.87,0-18,Male,901781,98.23,3.64,6.33,Surgery,43104,Yes,92.51,2652,1.82,32736,0.68,81.13
Argentina,2013,Diabetes,Parasitic,3.12,5.92,7.25,19-35,Other,89430,90.15,1.37,1.51,Surgery,17909,No,93.36,4226,8.63,90464,0.66,50.96
India,2020,Diabetes,Cardiovascular,15.56,4.96,4.06,36-60,Male,702902,69.36,0.82,2.27,Therapy,7502,Yes,55.06,3444,9.1,57041,0.43,42.04
Germany,2020,Diabetes,Parasitic,2.75,14.13,7.02,36-60,Female,379012,83.71,3.99,0.65,Therapy,16277,Yes,74.71,4246,3.49,22988,0.83,56.93
South Africa,2004,Diabetes,Infectious,7.74,10.19,7.59,61+,Other,592092,98.52,3.31,7.39,Therapy,35144,No,97.5,4610,7.69,6143,0.79,35.14
Russia,2008,Diabetes,Neurological,19.4,5.29,9.62,61+,Other,679557,79.98,1.76,3.72,Surgery,2598,Yes,98.65,3113,4.83,26555,0.64,40.01
India,2010,Diabetes,Parasitic,4.69,12.12,0.56,19-35,Other,898222,63.37,4.27,8.36,Therapy,6736,No,64.66,443,8.73,9651,0.58,33.51
Germany,2002,Diabetes,Genetic,0.76,5.73,9.32,61+,Female,768738,67.18,1.89,3.2,Vaccination,20462,No,80.33,1795,8.65,22223,0.53,72.37
Brazil,2011,Diabetes,Parasitic,14.64,5.43,8.23,36-60,Female,784576,89.18,2.3,9.49,Medication,10289,Yes,78.16,1256,0.68,26800,0.41,32.74
Nigeria,2001,Diabetes,Cardiovascular,15.14,12.91,1.68,36-60,Male,741771,81.43,2.0,3.77,Vaccination,24238,No,91.68,4363,8.76,71821,0.46,82.46
Mexico,2018,Diabetes,Genetic,18.56,4.39,6.34,19-35,Other,706049,87.72,4.57,8.21,Surgery,39070,No,94.68,2699,9.91,16601,0.85,59.18
Indonesia,2010,Diabetes,Neurological,7.2,3.73,7.51,61+,Other,634123,93.17,2.48,3.75,Vaccination,945,No,64.35,2956,3.4,50229,0.8,48.1
Mexico,2018,Diabetes,Viral,5.42,1.4,2.25,36-60,Other,723742,74.84,0.53,1.04,Medication,973,Yes,58.36,287,6.59,64082,0.59,86.81
Turkey,2000,Diabetes,Parasitic,12.84,8.43,9.0,0-18,Female,99719,85.79,3.42,8.28,Surgery,25972,Yes,65.34,4563,9.24,50906,0.49,28.94
UK,2003,Diabetes,Autoimmune,11.91,13.18,7.35,36-60,Male,238065,61.92,4.47,6.22,Medication,20981,No,81.3,1159,8.16,35522,0.81,57.33
USA,2005,Diabetes,Metabolic,5.41,7.83,9.98,19-35,Other,407333,66.89,3.11,9.92,Vaccination,14850,No,92.87,469,8.7,85343,0.67,51.39
Saudi Arabia,2024,Diabetes,Respiratory,6.13,1.0,3.98,61+,Male,103332,71.63,1.47,3.51,Surgery,11579,Yes,51.56,849,3.09,57758,0.63,22.83
Indonesia,2017,Diabetes,Genetic,12.43,3.14,2.09,0-18,Other,787694,90.07,1.79,8.91,Vaccination,41591,Yes,80.47,4627,5.23,1824,0.5,75.11
Canada,2022,Diabetes,Bacterial,15.26,14.23,8.07,19-35,Other,920058,67.29,3.11,8.76,Vaccination,18821,Yes,90.86,1740,9.65,3029,0.69,61.75
Argentina,2002,Diabetes,Respiratory,12.01,14.07,4.27,36-60,Other,12380,50.64,2.5,3.95,Vaccination,6150,Yes,84.95,4951,9.73,5293,0.86,84.18
Mexico,2011,Diabetes,Metabolic,0.74,6.66,7.32,61+,Male,992420,85.76,2.84,5.28,Medication,37875,Yes,64.84,4698,2.37,31687,0.58,35.34
Germany,2023,Diabetes,Bacterial,9.28,10.82,0.34,61+,Other,661501,57.78,2.28,1.66,Vaccination,45889,Yes,59.63,2079,4.8,82915,0.4,84.43
Canada,2007,Diabetes,Viral,8.55,2.62,1.24,61+,Other,218652,84.42,1.57,5.58,Medication,21524,Yes,85.57,2253,3.35,95366,0.89,27.29
Mexico,2016,Diabetes,Cardiovascular,8.84,12.67,6.09,61+,Other,339396,93.05,0.55,0.83,Medication,18832,Yes,53.47,3539,7.19,97208,0.43,86.87
Saudi Arabia,2012,Diabetes,Infectious,4.56,7.06,2.72,61+,Male,927313,87.93,1.86,8.44,Surgery,24506,No,54.14,2571,4.35,91350,0.52,47.94
South Korea,2014,Diabetes,Bacterial,8.84,13.26,5.37,61+,Male,403827,56.39,0.71,7.24,Therapy,24698,Yes,58.94,1198,3.86,58973,0.89,32.2
China,2008,Diabetes,Autoimmune,3.9,11.44,0.67,19-35,Male,792153,77.13,4.32,7.92,Therapy,35556,Yes,57.85,4112,6.86,65930,0.53,62.9
Nigeria,2024,Diabetes,Chronic,10.96,2.73,4.56,19-35,Female,953344,81.27,4.43,2.42,Medication,18641,Yes,81.5,1174,1.64,66295,0.77,47.3
India,2004,Diabetes,Infectious,11.48,12.05,3.26,61+,Other,106624,96.48,0.95,9.2,Medication,16156,Yes,93.9,516,7.6,67492,0.43,34.43
Turkey,2011,Diabetes,Infectious,0.23,4.28,8.73,61+,Male,102812,91.33,3.09,5.79,Surgery,12273,No,66.88,3629,2.83,39578,0.8,76.51
Canada,2021,Diabetes,Cardiovascular,2.67,14.62,6.55,0-18,Female,469379,96.16,4.9,1.66,Therapy,2307,No,58.7,619,9.53,17680,0.78,88.49
South Korea,2001,Diabetes,Neurological,2.4,8.16,8.77,61+,Female,794889,74.16,1.42,1.02,Vaccination,37547,No,52.54,911,4.81,47110,0.8,74.76
Turkey,2003,Diabetes,Infectious,7.72,6.5,6.03,19-35,Other,931876,88.63,1.77,7.31,Therapy,30780,No,53.47,4674,1.05,83856,0.57,21.62
South Korea,2003,Diabetes,Neurological,15.93,13.21,6.97,61+,Male,878887,71.45,1.1,5.26,Medication,30894,No,93.73,1622,2.71,17115,0.42,25.13
Turkey,2015,Diabetes,Respiratory,10.08,5.44,2.19,0-18,Male,49344,80.1,3.25,3.01,Surgery,10773,Yes,62.86,4987,7.14,47289,0.41,31.53
India,2021,Diabetes,Viral,5.01,14.29,0.7,36-60,Other,956960,53.83,0.86,2.91,Surgery,22415,Yes,64.23,1754,7.07,57233,0.84,52.39
USA,2024,Diabetes,Genetic,10.68,14.03,2.81,0-18,Female,787530,93.38,2.22,6.67,Therapy,18206,No,90.92,4193,5.36,54305,0.59,30.62
Indonesia,2000,Diabetes,Chronic,14.16,5.44,5.17,61+,Other,433939,67.06,3.79,1.63,Therapy,35639,No,76.47,646,3.84,18842,0.41,86.17
Argentina,2024,Diabetes,Chronic,17.57,2.41,8.32,0-18,Male,433480,97.58,1.97,8.15,Therapy,44227,No,80.92,3758,3.14,85649,0.51,42.72
South Africa,2017,Diabetes,Respiratory,17.85,10.44,7.78,19-35,Other,10258,63.18,1.21,3.98,Vaccination,40729,No,83.94,3431,9.36,56451,0.85,52.64
South Korea,2017,Diabetes,Metabolic,15.94,9.29,2.93,61+,Other,356425,63.98,1.78,2.04,Therapy,3257,Yes,73.63,1687,6.82,76470,0.71,58.18
France,2016,Diabetes,Autoimmune,3.96,8.91,8.94,36-60,Other,395243,96.06,0.81,6.85,Vaccination,34266,Yes,88.62,339,8.42,82373,0.9,36.62
Italy,2017,Diabetes,Respiratory,15.99,1.23,7.88,36-60,Female,73491,63.54,1.68,5.1,Therapy,38431,Yes,68.99,3825,1.28,65967,0.51,23.44
Indonesia,2022,Diabetes,Neurological,15.22,9.56,6.95,61+,Male,772922,72.82,3.99,6.59,Medication,46678,Yes,61.71,1873,1.24,11658,0.46,66.73
South Africa,2008,Diabetes,Genetic,7.56,13.42,5.77,0-18,Female,48927,81.8,3.54,5.68,Medication,24892,No,97.73,4157,6.02,94003,0.86,76.52
Germany,2020,Diabetes,Neurological,4.39,8.22,0.77,0-18,Male,412951,86.04,1.44,3.52,Surgery,6125,Yes,62.01,4178,6.26,58985,0.49,65.85
UK,2017,Diabetes,Chronic,2.4,0.35,6.14,19-35,Male,899787,72.09,1.52,0.7,Vaccination,10623,Yes,52.63,4222,8.52,81073,0.86,52.89
Japan,2015,Diabetes,Viral,18.05,14.69,6.09,19-35,Female,80035,86.58,3.1,1.03,Medication,25699,No,73.12,876,3.14,40664,0.74,29.7
Argentina,2004,Diabetes,Respiratory,18.6,5.98,8.24,0-18,Male,998617,80.31,4.59,1.76,Medication,13629,No,88.8,2467,7.44,84960,0.74,21.29
China,2023,Diabetes,Respiratory,19.66,1.2,6.36,19-35,Other,440250,94.02,3.35,0.88,Therapy,45201,Yes,76.45,1593,3.05,68663,0.82,64.43
Germany,2021,Diabetes,Cardiovascular,2.9,1.8,7.14,36-60,Female,446663,96.93,3.79,0.85,Therapy,29718,No,78.57,1927,8.34,34484,0.44,66.48
Canada,2014,Diabetes,Autoimmune,5.42,8.94,5.35,0-18,Male,532296,59.07,1.45,6.33,Surgery,29237,Yes,50.93,1370,7.55,75459,0.84,29.8
Nigeria,2013,Diabetes,Autoimmune,19.45,10.41,1.85,61+,Other,960793,58.13,3.03,3.72,Surgery,47556,No,57.94,2167,1.25,24442,0.9,78.18
South Korea,2024,Diabetes,Autoimmune,14.98,13.37,0.91,36-60,Female,631374,91.02,2.14,0.94,Surgery,5112,No,77.02,2023,8.01,87024,0.65,28.47
Russia,2001,Diabetes,Neurological,19.52,8.98,3.89,19-35,Male,632311,64.56,3.48,7.61,Surgery,19317,No,97.14,408,4.11,1059,0.44,40.4
Australia,2016,Diabetes,Parasitic,10.18,4.25,3.23,61+,Male,74530,66.23,1.04,6.35,Therapy,17486,Yes,55.02,4601,3.7,76134,0.52,77.1
Argentina,2005,Diabetes,Viral,11.6,9.21,6.08,61+,Male,569918,88.73,0.89,9.77,Vaccination,13526,No,73.47,4717,2.92,87154,0.73,50.81
Germany,2017,Diabetes,Autoimmune,12.19,5.76,3.07,19-35,Male,776928,54.46,3.51,3.79,Medication,2585,No,75.6,12,0.86,3267,0.82,28.22
Mexico,2020,Diabetes,Viral,17.77,11.59,0.65,0-18,Male,705006,85.42,1.22,2.25,Vaccination,34353,Yes,94.17,4531,4.54,76097,0.63,46.28
Mexico,2010,Diabetes,Viral,8.55,6.25,8.15,0-18,Male,521231,55.08,1.06,6.83,Medication,40331,No,96.49,3217,6.08,23103,0.65,87.36
South Africa,2003,Diabetes,Autoimmune,3.41,1.28,8.52,0-18,Female,218372,63.22,0.51,8.23,Vaccination,12367,Yes,53.95,374,2.47,70920,0.43,66.13
Russia,2014,Diabetes,Respiratory,7.05,7.07,4.23,61+,Female,970190,71.44,4.76,2.19,Vaccination,40989,Yes,89.52,707,5.51,33994,0.67,86.86
Indonesia,2020,Diabetes,Infectious,5.27,1.22,7.11,61+,Other,410112,57.12,1.91,4.91,Therapy,26289,Yes,72.7,2378,2.16,5405,0.57,65.85
Brazil,2017,Diabetes,Parasitic,7.68,11.73,2.78,61+,Male,521481,82.85,3.6,4.43,Surgery,10246,No,72.62,4482,3.75,20977,0.52,84.55
Japan,2008,Diabetes,Autoimmune,17.97,4.92,3.98,19-35,Female,729653,92.57,0.91,2.18,Therapy,49945,No,98.89,5,4.07,64798,0.68,31.62
South Africa,2007,Diabetes,Neurological,11.39,13.05,0.54,0-18,Female,345801,87.26,1.23,0.53,Therapy,29518,Yes,50.23,797,1.27,70414,0.68,82.25
Indonesia,2023,Diabetes,Infectious,19.93,8.79,3.44,61+,Female,520936,80.31,1.55,9.41,Therapy,48160,No,85.46,4047,9.21,60998,0.69,83.18
Italy,2000,Diabetes,Parasitic,18.83,9.68,8.74,0-18,Other,32905,55.6,4.9,4.21,Therapy,46932,No,91.77,309,4.77,92054,0.43,43.87
Saudi Arabia,2005,Diabetes,Metabolic,17.14,14.36,4.32,36-60,Female,14388,96.29,0.96,2.54,Medication,45428,No,66.65,4398,2.08,24789,0.67,85.96
Saudi Arabia,2010,Diabetes,Neurological,10.43,14.45,0.25,36-60,Female,152373,53.68,3.66,2.24,Surgery,20857,Yes,95.46,1407,7.75,42915,0.87,87.16
Argentina,2016,Diabetes,Chronic,6.8,13.57,4.85,61+,Female,298124,80.07,1.22,5.44,Therapy,18550,No,86.13,2171,6.97,31893,0.86,34.16
Japan,2004,Diabetes,Neurological,1.48,12.4,0.15,0-18,Female,930436,66.29,0.85,4.15,Surgery,34088,Yes,94.47,1763,0.14,34343,0.76,23.81
Germany,2022,Diabetes,Neurological,14.0,8.24,7.68,0-18,Other,794453,95.21,3.01,5.14,Medication,31518,Yes,78.29,3990,0.36,71343,0.6,34.1
Nigeria,2022,Diabetes,Cardiovascular,12.85,0.37,6.44,61+,Other,328095,65.32,2.31,3.65,Surgery,41782,No,84.16,3917,6.72,35438,0.54,56.77
Canada,2017,Diabetes,Cardiovascular,9.75,13.1,7.86,0-18,Female,755126,85.2,3.75,7.99,Therapy,35481,Yes,56.95,723,0.34,72586,0.5,88.84
Argentina,2023,Diabetes,Metabolic,16.99,1.21,4.57,61+,Male,271263,73.75,4.88,3.84,Therapy,14116,Yes,64.98,1782,1.86,2930,0.86,24.45
Turkey,2009,Diabetes,Metabolic,17.75,12.17,4.77,36-60,Other,961763,99.2,1.63,3.29,Therapy,26873,Yes,63.11,171,8.54,44052,0.82,38.38
Germany,2003,Diabetes,Cardiovascular,1.91,14.33,6.47,61+,Male,585788,92.65,3.0,2.76,Therapy,28325,Yes,88.87,756,8.6,86734,0.59,34.93
UK,2010,Diabetes,Autoimmune,9.09,8.55,8.41,19-35,Male,453326,66.73,3.93,3.47,Medication,11329,No,82.87,1297,1.58,772,0.66,21.03
Turkey,2017,Diabetes,Parasitic,15.82,14.29,8.09,19-35,Male,47257,93.48,2.78,5.26,Vaccination,22462,Yes,91.94,763,0.05,27700,0.73,62.82
Germany,2024,Diabetes,Autoimmune,19.71,4.33,7.67,36-60,Female,883640,85.06,0.95,3.89,Vaccination,38936,Yes,91.34,378,3.55,9618,0.42,66.94
Brazil,2005,Diabetes,Chronic,5.65,14.39,9.95,19-35,Male,582864,57.27,3.76,8.81,Therapy,8544,Yes,57.36,2883,2.75,96408,0.55,82.88
Nigeria,2005,Diabetes,Infectious,11.65,7.26,0.53,61+,Male,803992,65.3,1.26,0.54,Surgery,18789,No,84.62,440,1.95,21665,0.62,61.9
France,2014,Diabetes,Chronic,3.33,12.88,4.77,19-35,Male,543534,81.12,3.87,3.05,Medication,33865,Yes,74.96,1664,6.15,79026,0.45,22.53
Japan,2020,Diabetes,Parasitic,3.6,2.76,9.55,36-60,Female,663772,74.3,2.31,5.98,Medication,3514,No,55.72,4752,2.53,29940,0.51,66.81
Brazil,2001,Diabetes,Metabolic,13.16,12.26,7.55,36-60,Other,479468,61.38,1.51,3.31,Vaccination,3804,No,82.33,3307,4.66,46191,0.54,83.03
Australia,2001,Diabetes,Parasitic,19.66,2.82,9.35,61+,Female,317635,62.53,1.71,2.44,Medication,21411,No,72.08,2462,3.35,28639,0.63,70.59
China,2021,Diabetes,Genetic,0.1,9.47,5.25,36-60,Female,334696,62.7,2.81,3.19,Therapy,33915,Yes,72.62,718,5.14,19557,0.63,75.12
Canada,2006,Diabetes,Chronic,5.18,3.97,3.04,19-35,Other,743991,88.39,3.4,1.23,Surgery,22168,Yes,65.3,3878,4.9,29464,0.71,52.71
Mexico,2015,Diabetes,Viral,18.0,4.12,7.85,19-35,Female,719367,58.32,3.71,9.48,Medication,7531,No,88.45,4627,6.83,59727,0.41,84.2
UK,2012,Diabetes,Infectious,13.41,11.69,0.49,19-35,Female,662356,88.0,0.67,6.1,Medication,9797,No,71.56,4838,7.81,17643,0.46,78.97
Germany,2009,Diabetes,Cardiovascular,0.88,3.36,3.49,61+,Other,492348,58.11,4.8,7.36,Vaccination,49378,Yes,54.07,1937,1.16,22027,0.55,87.18
Mexico,2022,Diabetes,Autoimmune,19.46,9.63,1.94,36-60,Male,443374,74.42,2.34,4.26,Vaccination,31497,Yes,67.17,2800,8.47,25719,0.78,35.44
South Africa,2020,Diabetes,Autoimmune,11.16,2.71,8.65,61+,Female,454011,94.0,4.63,5.01,Therapy,45826,Yes,91.39,3050,7.4,68582,0.68,37.76
Australia,2015,Diabetes,Parasitic,17.27,5.84,1.77,61+,Male,524312,53.71,4.68,7.36,Surgery,26480,Yes,74.83,139,4.14,62835,0.67,67.19
Germany,2023,Diabetes,Infectious,7.22,12.34,2.17,61+,Female,135192,91.98,1.12,9.41,Vaccination,6558,No,67.4,1501,6.98,97771,0.72,85.59
UK,2015,Diabetes,Respiratory,18.81,8.87,0.33,0-18,Other,111991,99.65,2.91,1.5,Medication,31529,No,65.47,2991,1.29,68037,0.89,40.63
South Africa,2014,Diabetes,Cardiovascular,4.16,7.88,9.41,0-18,Other,157871,72.32,0.98,2.2,Vaccination,7958,Yes,76.06,3963,4.33,35289,0.43,78.87
USA,2018,Diabetes,Bacterial,16.49,14.05,3.43,0-18,Other,869954,90.13,2.03,3.33,Medication,22144,Yes,97.92,1193,8.65,4605,0.43,72.74
Nigeria,2009,Diabetes,Parasitic,5.78,0.47,2.92,61+,Female,191480,94.45,0.77,5.88,Surgery,17120,Yes,73.24,3521,9.69,6714,0.68,71.64
South Africa,2017,Diabetes,Infectious,0.14,1.26,2.01,19-35,Male,681524,85.1,1.73,2.89,Vaccination,30827,Yes,97.3,4452,0.51,98539,0.53,86.84
Indonesia,2017,Diabetes,Viral,15.81,13.57,1.8,19-35,Male,89133,83.5,1.42,3.09,Medication,871,No,62.3,806,0.77,93578,0.71,31.12
Nigeria,2001,Diabetes,Neurological,9.26,3.43,4.75,0-18,Female,509609,60.53,2.44,0.86,Therapy,26190,Yes,64.23,2677,1.73,77165,0.53,40.44
Indonesia,2008,Diabetes,Infectious,4.13,7.59,1.23,19-35,Male,60946,89.36,3.48,1.45,Medication,44004,Yes,52.68,328,6.24,9019,0.84,70.75
India,2020,Diabetes,Infectious,8.45,11.8,6.83,36-60,Male,107738,56.92,1.55,5.5,Therapy,12085,Yes,63.96,2748,5.98,48706,0.58,59.83
Australia,2020,Diabetes,Chronic,2.52,12.07,2.44,36-60,Male,958299,65.13,1.99,4.17,Surgery,37112,No,93.81,4153,0.27,91217,0.56,81.95
Turkey,2022,Diabetes,Cardiovascular,18.76,4.51,7.06,36-60,Male,314626,80.06,1.18,0.52,Therapy,23469,Yes,69.89,4374,4.33,29963,0.82,79.2
Russia,2017,Diabetes,Bacterial,7.41,14.86,7.85,36-60,Other,800750,56.91,2.11,6.71,Surgery,42823,Yes,66.8,907,3.73,37879,0.89,22.48
Saudi Arabia,2006,Diabetes,Metabolic,16.9,7.75,4.8,0-18,Male,948699,81.21,0.53,8.15,Vaccination,14041,No,64.31,3093,9.61,41140,0.77,32.28
Italy,2024,Diabetes,Chronic,6.34,8.4,2.37,0-18,Male,875898,53.39,4.66,6.01,Vaccination,42007,No,95.25,4136,9.56,10889,0.55,34.72
Mexico,2018,Diabetes,Autoimmune,14.87,10.54,1.99,19-35,Female,63300,66.93,4.37,0.53,Therapy,6983,Yes,74.56,995,0.88,65409,0.61,67.8
Brazil,2016,Diabetes,Cardiovascular,10.22,0.24,4.1,0-18,Female,467044,96.32,3.52,6.95,Vaccination,40845,Yes,75.22,4308,9.97,73436,0.89,67.98
Russia,2015,Diabetes,Respiratory,0.53,7.96,0.2,19-35,Female,592188,98.94,2.88,0.7,Surgery,41900,No,51.78,2874,0.29,88231,0.67,51.02
USA,2016,Diabetes,Metabolic,9.32,2.15,4.19,36-60,Female,23705,64.1,2.49,6.33,Surgery,32283,Yes,50.06,3642,0.78,97683,0.5,77.23
South Africa,2004,Diabetes,Cardiovascular,15.69,1.72,0.36,36-60,Female,396038,83.59,1.54,9.26,Vaccination,46268,No,92.36,4873,8.49,14326,0.58,31.29
South Africa,2012,Diabetes,Neurological,12.14,3.69,6.66,19-35,Other,784429,84.05,1.73,4.74,Therapy,15972,Yes,97.65,99,8.83,22551,0.62,59.14
